traceCompVal;sizeOfUncertainty;scenario;canBeTurnedOff;rate
43935;1.000000000;1;0;0.1
2;0.891360656;1;0;0.1
160;0.950625586;1;0;0.1
141;0.731261123;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
279;0.902186910;1;0;0.1
43935;1.000000000;1;0;0.1
493;0.962462409;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
43935;1.000000000;1;0;0.1
1;0.799074535;1;0;0.1
8;0.746696440;1;0;0.1
1147;0.536800706;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
361;0.952867089;1;0;0.1
42348;1.000000000;1;0;0.1
214;0.966612236;1;0;0.1
481;0.989530700;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
8;0.910349716;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
89;0.775361509;1;0;0.1
42348;1.000000000;1;0;0.1
8;0.950274314;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
3;0.661053936;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
71;0.831516871;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
1;0.989780448;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
1147;0.617550363;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
223;0.549810575;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
583;0.702169889;1;0;0.1
42348;1.000000000;1;0;0.1
25;0.744522210;1;0;0.1
322;0.989666089;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
34;0.000179921;1;0;0.1
42348;1.000000000;1;0;0.1
42348;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
152;0.327397060;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
5268;0.129879911;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
790;0.791707800;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
5268;0.949162638;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
17;0.875024216;1;0;0.1
263;0.965041868;1;0;0.1
43139;1.000000000;1;0;0.1
34;0.000086879;1;0;0.1
5268;0.845908737;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
3;0.767715826;1;0;0.1
263;0.967782946;1;0;0.1
280;0.882700504;1;0;0.1
43139;1.000000000;1;0;0.1
5268;0.901658874;1;0;0.1
54;0.597706904;1;0;0.1
43139;1.000000000;1;0;0.1
790;0.967661373;1;0;0.1
43139;1.000000000;1;0;0.1
182;0.887519915;1;0;0.1
40;0.803602305;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
43139;1.000000000;1;0;0.1
5268;0.820790306;1;0;0.1
110;0.359926958;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
161;0.860019120;1;0;0.1
36687;1.000000000;1;0;0.1
403;0.593106630;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
89;0.643342107;1;0;0.1
1;0.755114370;1;0;0.1
7;0.675324604;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
75;0.000109481;1;0;0.1
36687;1.000000000;1;0;0.1
2834;0.692035092;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
16;0.828668401;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
558;0.851637244;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
20;0.773559025;1;0;0.1
64;0.695697645;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
403;0.032649944;1;0;0.1
2834;0.912622569;1;0;0.1
2;0.731592776;1;0;0.1
36687;1.000000000;1;0;0.1
919;0.729770152;1;0;0.1
14;0.607453762;1;0;0.1
36687;1.000000000;1;0;0.1
4;0.950423124;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
384;0.045098712;1;0;0.1
36687;1.000000000;1;0;0.1
189;0.668459500;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
190;0.000164408;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
87;0.806001185;1;0;0.1
1;0.973973086;1;0;0.1
4;0.854328871;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
56;0.847430425;1;0;0.1
46;0.924773825;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
171;0.912105041;1;0;0.1
36687;1.000000000;1;0;0.1
64;0.650461270;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
36687;1.000000000;1;0;0.1
3;0.929041309;1;0;0.1
36687;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
782;0.725129809;1;0;0.1
108;0.647115278;1;0;0.1
75;0.506759858;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
782;0.596285686;1;0;0.1
39459;1.000000000;1;0;0.1
198;0.944009913;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
4747;0.418914071;1;0;0.1
39459;1.000000000;1;0;0.1
431;0.881360983;1;0;0.1
39459;1.000000000;1;0;0.1
2;0.881440414;1;0;0.1
4747;0.154007250;1;0;0.1
39459;1.000000000;1;0;0.1
6;0.825226965;1;0;0.1
598;0.363302432;1;0;0.1
39459;1.000000000;1;0;0.1
3;0.768782967;1;0;0.1
39459;1.000000000;1;0;0.1
2142;0.145096995;1;0;0.1
39459;1.000000000;1;0;0.1
782;0.085393646;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
281;0.974961234;1;0;0.1
39459;1.000000000;1;0;0.1
174;0.000198180;1;0;0.1
690;0.965628011;1;0;0.1
4747;0.055203834;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
281;0.645187180;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
4747;0.244396758;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
4747;0.571637920;1;0;0.1
2142;0.481234905;1;0;0.1
39459;1.000000000;1;0;0.1
176;0.726598830;1;0;0.1
64;0.951422828;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
4747;0.841089863;1;0;0.1
18;0.969822852;1;0;0.1
39459;1.000000000;1;0;0.1
39459;1.000000000;1;0;0.1
4747;0.016187340;1;0;0.1
39459;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
4;0.880722159;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
489;0.782888249;1;0;0.1
1;0.509820751;1;0;0.1
35893;1.000000000;1;0;0.1
2505;0.886431787;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
3;0.744223404;1;0;0.1
85;0.547256024;1;0;0.1
799;0.680729154;1;0;0.1
35893;1.000000000;1;0;0.1
81;0.843773891;1;0;0.1
35893;1.000000000;1;0;0.1
1496;0.928069542;1;0;0.1
35893;1.000000000;1;0;0.1
5;0.926057694;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
799;0.903002357;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
355;0.536638681;1;0;0.1
2505;0.332556615;1;0;0.1
5;0.814773488;1;0;0.1
489;0.939767666;1;0;0.1
2505;0.652953365;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
38;0.428684038;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
2;0.695312471;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
339;0.000172082;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
1496;0.000166635;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
311;0.000167611;1;0;0.1
799;0.935305644;1;0;0.1
311;0.771134591;1;0;0.1
1864;0.509884332;1;0;0.1
35893;1.000000000;1;0;0.1
1864;0.805295102;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
35893;1.000000000;1;0;0.1
148;0.834000679;1;0;0.1
1496;0.553472478;1;0;0.1
35893;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
117;0.907611614;1;0;0.1
34546;1.000000000;1;0;0.1
12;0.000099832;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
125;0.889339963;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
7;0.912211975;1;0;0.1
34546;1.000000000;1;0;0.1
179;0.767304248;1;0;0.1
34546;1.000000000;1;0;0.1
124;0.962223454;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
600;0.000150096;1;0;0.1
34546;1.000000000;1;0;0.1
600;0.746358560;1;0;0.1
34546;1.000000000;1;0;0.1
580;0.939849174;1;0;0.1
34546;1.000000000;1;0;0.1
596;0.750691086;1;0;0.1
494;0.800966367;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
3;0.925458946;1;0;0.1
816;0.994253622;1;0;0.1
25;0.946674624;1;0;0.1
494;0.000150425;1;0;0.1
1464;0.421448521;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
596;0.058637121;1;0;0.1
34546;1.000000000;1;0;0.1
1464;0.529194192;1;0;0.1
391;0.849086574;1;0;0.1
34546;1.000000000;1;0;0.1
1464;0.478336192;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
13;0.820593180;1;0;0.1
2769;0.000151047;1;0;0.1
58;0.950060888;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
1464;0.848061154;1;0;0.1
64;0.799406323;1;0;0.1
580;0.953496554;1;0;0.1
395;0.675229264;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
34546;1.000000000;1;0;0.1
1280;0.216482760;1;0;0.1
1;0.885272074;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
648;0.917172461;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
3;0.622576858;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
301;0.615453416;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
187;0.843113446;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
35;0.275957742;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
11;0.390870458;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
65;0.893422022;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
7;0.887016157;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
25;0.276451646;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45497;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
133;0.522652581;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
127;0.795873644;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
11;0.964950460;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
187;0.863802772;1;0;0.1
45360;1.000000000;1;0;0.1
161;0.035164690;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
13;0.557234648;1;0;0.1
45360;1.000000000;1;0;0.1
268;0.765860590;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
17;0.904344007;1;0;0.1
45360;1.000000000;1;0;0.1
4;0.709130855;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
107;0.000120615;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
63;0.945382014;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
45360;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
301;0.968217288;1;0;0.1
36749;1.000000000;1;0;0.1
3715;0.005394682;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
1;0.664428482;1;0;0.1
3715;0.106185017;1;0;0.1
3879;0.986445615;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
41;0.501557475;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
124;0.262025125;1;0;0.1
3879;0.529489308;1;0;0.1
36749;1.000000000;1;0;0.1
311;0.434139522;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
1889;0.532543531;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
1889;0.652017359;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
3879;0.847366493;1;0;0.1
692;0.000142883;1;0;0.1
3715;0.288234664;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
13;0.834828493;1;0;0.1
1889;0.128499896;1;0;0.1
3715;0.192420100;1;0;0.1
512;0.664446836;1;0;0.1
36749;1.000000000;1;0;0.1
3879;0.523257378;1;0;0.1
1889;0.000162552;1;0;0.1
103;0.857582819;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
159;0.700055780;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
184;0.602479611;1;0;0.1
3715;0.219966729;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
3715;0.432511422;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
184;0.616983258;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
512;0.563382474;1;0;0.1
3715;0.325675255;1;0;0.1
36749;1.000000000;1;0;0.1
36749;1.000000000;1;0;0.1
4749;0.983336643;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
228;0.400078827;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
4749;0.629316434;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
4749;0.809198197;1;0;0.1
122;0.581879540;1;0;0.1
37963;1.000000000;1;0;0.1
1211;0.817170274;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
110;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
278;0.855286094;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
1211;0.656301540;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
169;0.826113122;1;0;0.1
37963;1.000000000;1;0;0.1
1;0.795671350;1;0;0.1
37963;1.000000000;1;0;0.1
278;0.942177839;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
4749;1.009448866;1;0;0.1
37963;1.000000000;1;0;0.1
173;0.511225266;1;0;0.1
37963;1.000000000;1;0;0.1
8;0.978063396;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
103;0.929949593;1;0;0.1
37963;1.000000000;1;0;0.1
4749;0.780531389;1;0;0.1
37963;1.000000000;1;0;0.1
4749;0.966449616;1;0;0.1
401;0.657943364;1;0;0.1
37963;1.000000000;1;0;0.1
85;0.497114217;1;0;0.1
37963;1.000000000;1;0;0.1
5;0.808961792;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
37963;1.000000000;1;0;0.1
