,strategy,rate,iteration,total_correctness,avg_correctness
347,3,30,53,43896.837827071955,327.58834199307427
348,3,30,54,0.0,0.0
349,3,30,55,0.0,0.0
350,3,30,56,0.0,0.0
351,3,30,57,0.0,0.0
352,3,30,58,243870.2143091721,468.08102554543586
353,3,30,59,40826.47725474116,23.517556022316338
354,3,30,6,0.0,0.0
355,3,30,60,0.0,0.0
356,3,30,61,136953.06542532254,192.89164144411626
357,3,30,62,142788.67175959316,173.92042845261042
358,3,30,63,730120.377916811,546.4972888598885
359,3,30,64,236302.09519449365,231.44181703672248
360,3,30,65,0.0,0.0
361,3,30,66,142381.89801425676,545.5245134645853
362,3,30,67,75057.88253064943,205.07618177773068
363,3,30,68,677694.8743541165,390.3772317708044
364,3,30,69,0.0,0.0
365,3,30,7,57319.78980101904,132.07324838944479
366,3,30,70,56960.19585566661,32.81117272791855
367,3,30,71,0.0,0.0
368,3,30,72,220197.42151632166,507.3673306827688
369,3,30,73,19578.76278449383,337.5648755947212
370,3,30,74,271694.38373898756,521.4863411496882
371,3,30,75,0.0,0.0
372,3,30,76,119806.33857387569,156.40514174135208
373,3,30,77,33585.8774709996,91.76469254371476
374,3,30,78,32700.269634176697,199.39188801327253
375,3,30,79,183016.56635323865,257.76981176512487
376,3,30,8,65163.699111363196,517.1722151695492
377,3,30,80,0.0,0.0
378,3,30,81,496362.77780489816,237.94955791222347
379,3,30,82,305018.4989083389,585.4481744881745
380,3,30,83,1050657.0757151244,174.49876693491518
381,3,30,84,250976.42797573155,633.7788585245746
382,3,30,85,101723.33635552213,96.87936795764013
383,3,30,86,0.0,0.0
384,3,30,87,63535.547300433376,496.37146328463575
385,3,30,88,43662.086701606546,496.16007615461984
386,3,30,89,0.0,0.0
387,3,30,9,0.0,0.0
388,3,30,90,0.0,0.0
389,3,30,91,0.0,0.0
390,3,30,92,8693.783760070059,68.99828381007983
391,3,30,93,18389.352085711525,353.64138626368316
392,3,30,94,78960.05861718558,526.4003907812372
393,3,30,95,57319.78980101904,132.07324838944479
394,3,30,96,340140.86180148355,414.3006842892613
395,3,30,97,0.0,0.0
396,3,30,98,2486.1640074422558,118.38876225915503
397,3,30,99,0.0,0.0
398,3,40,1,15856.129187689243,125.84229514039082
399,3,40,10,7541.563785711458,33.66769547192615
400,3,40,100,850379.1932506054,679.2166080276401
401,3,40,11,4375.130192368298,44.6441856364112
402,3,40,12,0.0,0.0
403,3,40,13,0.0,0.0
404,3,40,14,0.0,0.0
405,3,40,15,62102.774679593924,564.5706789053993
406,3,40,16,91261.64656978236,128.53753037997515
407,3,40,17,8693.783760070059,68.99828381007983
408,3,40,18,19344.38940059253,37.12934625833499
409,3,40,19,23502.655987968687,301.316102409855
410,3,40,2,106348.00555380278,708.9867036920185
411,3,40,20,0.0,0.0
412,3,40,21,2486.1640074422558,118.38876225915503
413,3,40,22,0.0,0.0
414,3,40,23,0.0,0.0
415,3,40,24,420617.06072340155,545.5474198747102
416,3,40,25,18263.068918211997,351.2128638117692
417,3,40,26,2644.0474792785008,125.90702282278575
418,3,40,27,9153.82678210686,435.89651343366
419,3,40,28,0.0,0.0
420,3,40,29,52615.48452861648,234.89055593132358
421,3,40,3,0.0,0.0
422,3,40,30,75009.46406998973,245.12896754898603
423,3,40,31,8184.99548693531,104.93583957609371
424,3,40,32,142788.67175959316,173.92042845261042
425,3,40,33,189606.13252080177,180.57726906743025
426,3,40,34,176490.57304802106,419.2175131781973
427,3,40,35,44883.55386900818,106.61176690975815
428,3,40,36,2453.236560655961,116.8207886026648
429,3,40,37,39020.192413863566,31.166287870498056
430,3,40,38,45675.74778712164,585.5865100913031
431,3,40,39,55249.94817834832,131.23503130249009
432,3,40,4,50902.12102230509,519.4093981867866
433,3,40,40,340140.86180148355,414.3006842892613
434,3,40,41,31804.81582674275,223.97757624466726
435,3,40,42,0.0,0.0
436,3,40,43,0.0,0.0
437,3,40,44,0.0,0.0
438,3,40,45,162877.63171530236,375.2940822933234
439,3,40,46,13236.9687448663,228.22359904941897
440,3,40,47,51301.02133614777,95.71086070176823
441,3,40,48,120520.3198098432,157.33723212773265
442,3,40,49,176843.31798864645,230.86595037682304
443,3,40,5,44869.74365272953,273.5959978824971
444,3,40,50,41155.62239284571,250.94891702954703
445,3,40,51,114239.84483281152,213.13403886718567
446,3,40,52,75009.46406998973,245.12896754898603
447,3,40,53,2216350.872570098,368.1034500199465
448,3,40,54,889399.3856644682,710.3828958981375
449,3,40,55,371608.03031368635,363.964770140731
450,3,40,56,56728.394993408205,105.83655782352277
451,3,40,57,184078.27862591745,175.31264631039755
452,3,40,58,16450.509978184084,73.4397766883218
453,3,40,59,0.0,0.0
454,3,40,6,15856.129187689243,125.84229514039082
455,3,40,60,340140.86180148355,414.3006842892613
456,3,40,61,0.0,0.0
